Image,Labels
../train/cotton_weed\Crabgrass\Crabgrass_augmented_19_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_19_2.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_1_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_1_2.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_2.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_20.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_200.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_20_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_20_2.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_21.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_21_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_21_2.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_22.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_22_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_22_2.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_23.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_23_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_23_2.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_24.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_24_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_24_2.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_25.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_25_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_25_2.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_26.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_26_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_26_2.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_27.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_27_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_27_2.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_28.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_28_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_28_2.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_29.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_29_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_2_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_2_2.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_3.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_30.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_30_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_31.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_31_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_32.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_32_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_33.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_33_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_34.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_34_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_35.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_35_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_36.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_36_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_37.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_37_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_38.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_38_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_39.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_39_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_3_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_3_2.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_4.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_40.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_40_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_41.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_41_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_42.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_42_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_43.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_43_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_44.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_44_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_45.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_45_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_46.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_46_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_47.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_47_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_48.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_48_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_49.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_49_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_4_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_4_2.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_5.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_50.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_50_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_51.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_51_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_52.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_52_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_53.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_53_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_54.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_54_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_55.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_55_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_56.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_56_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_57.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_57_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_58.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_58_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_59.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_59_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_5_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_5_2.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_6.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_60.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_60_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_61.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_61_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_62.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_62_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_63.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_63_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_64.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_64_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_65.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_65_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_66.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_66_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_67.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_67_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_68.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_68_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_69.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_69_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_6_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_6_2.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_7.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_70.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_70_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_71.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_71_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_72.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_72_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_73.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_73_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_74.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_74_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_75.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_75_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_76.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_76_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_77.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_77_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_78.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_78_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_79.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_79_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_7_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_7_2.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_8.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_80.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_80_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_81.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_81_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_82.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_82_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_83.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_83_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_84.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_84_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_85.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_85_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_86.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_86_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_87.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_87_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_88.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_88_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_89.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_89_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_8_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_8_2.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_9.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_90.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_90_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_91.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_91_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_92.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_92_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_93.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_93_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_94.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_94_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_95.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_95_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_96.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_96_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_97.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_97_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_98.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_98_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_99.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_99_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_9_1.jpg,Crabgrass
../train/cotton_weed\Crabgrass\Crabgrass_augmented_9_2.jpg,Crabgrass
../train/cotton_weed\Eclipta\Eclipta_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_10.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_100.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_101.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_102.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_103.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_104.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_105.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_106.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_107.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_108.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_109.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_11.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_110.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_111.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_112.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_113.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_114.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_115.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_116.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_117.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_118.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_119.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_12.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_120.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_121.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_122.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_123.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_124.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_125.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_126.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_127.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_128.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_129.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_13.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_130.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_131.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_132.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_133.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_134.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_135.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_136.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_137.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_138.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_139.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_14.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_140.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_141.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_142.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_143.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_144.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_145.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_146.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_147.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_148.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_149.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_15.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_150.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_151.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_152.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_153.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_154.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_155.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_156.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_157.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_158.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_159.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_16.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_160.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_161.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_162.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_163.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_164.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_165.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_166.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_167.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_168.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_169.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_17.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_170.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_171.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_172.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_173.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_174.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_175.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_176.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_177.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_178.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_179.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_18.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_180.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_181.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_182.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_183.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_184.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_185.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_186.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_187.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_188.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_189.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_19.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_190.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_191.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_192.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_193.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_194.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_195.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_196.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_197.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_198.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_199.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_2.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_20.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_200.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_201.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_202.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_203.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_204.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_205.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_206.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_207.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_208.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_209.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_21.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_210.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_211.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_212.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_213.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_214.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_215.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_216.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_217.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_218.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_219.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_22.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_220.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_221.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_222.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_223.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_224.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_225.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_226.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_227.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_228.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_229.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_23.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_230.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_231.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_232.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_233.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_234.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_235.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_236.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_237.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_238.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_239.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_24.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_240.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_241.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_242.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_243.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_244.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_245.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_246.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_247.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_248.jpg,Eclipta
